Date,PX_LAST
2/14/2018,266
2/13/2018,258.27
2/12/2018,257.95
2/9/2018,249.47
2/8/2018,250.1
2/7/2018,264.56
2/6/2018,265.72
2/5/2018,254.26
2/2/2018,267.43
2/1/2018,265.07
1/31/2018,270.3
1/30/2018,278.8
1/29/2018,284.59
1/26/2018,274.6
1/25/2018,269.7
1/24/2018,261.3
1/23/2018,250.29
1/22/2018,227.58
1/19/2018,220.46
1/18/2018,220.33
1/17/2018,217.5
1/16/2018,221.53
1/12/2018,221.23
1/11/2018,217.24
1/10/2018,212.52
1/9/2018,209.31
1/8/2018,212.05
1/5/2018,209.99
1/4/2018,205.63
1/3/2018,205.05
1/2/2018,201.07
12/29/2017,191.96
12/28/2017,192.71
12/27/2017,186.24
12/26/2017,187.76
12/22/2017,189.94
12/21/2017,188.62
12/20/2017,188.82
12/19/2017,187.02
12/18/2017,190.42
12/15/2017,190.12
12/14/2017,189.56
12/13/2017,187.86
12/12/2017,185.73
12/11/2017,186.22
12/8/2017,188.54
12/7/2017,185.2
12/6/2017,185.3
12/5/2017,184.21
12/4/2017,184.04
12/1/2017,186.82
11/30/2017,187.58
11/29/2017,188.15
11/28/2017,199.18
11/27/2017,195.05
11/24/2017,195.75
11/22/2017,196.32
11/21/2017,196.23
11/20/2017,194.1
11/17/2017,193.2
11/16/2017,195.51
11/15/2017,192.12
11/14/2017,195.71
11/13/2017,195.08
11/10/2017,192.02
11/9/2017,193.9
11/8/2017,196.44
11/7/2017,195.89
11/6/2017,200.13
11/3/2017,200.01
11/2/2017,199.32
11/1/2017,198
10/31/2017,196.43
10/30/2017,198.37
10/27/2017,199.54
10/26/2017,195.21
10/25/2017,193.77
10/24/2017,196.02
10/23/2017,192.47
10/20/2017,194.16
10/19/2017,195.13
10/18/2017,195.54
10/17/2017,199.48
10/16/2017,202.68
10/13/2017,199.49
10/12/2017,195.86
10/11/2017,194.95
10/10/2017,195.08
10/9/2017,196.87
10/6/2017,198.02
10/5/2017,194.39
10/4/2017,184.45
10/3/2017,179.19
10/2/2017,177.01
9/29/2017,181.35
9/28/2017,180.7
9/27/2017,181.97
9/26/2017,179.38
9/25/2017,178.55
9/22/2017,187.35
9/21/2017,188.78
9/20/2017,185.51
9/19/2017,185.68
9/18/2017,184.62
9/15/2017,182.35
9/14/2017,182.63
9/13/2017,183.64
9/12/2017,185.15
9/11/2017,181.74
9/8/2017,176.42
9/7/2017,179
9/6/2017,179.25
9/5/2017,174.52
9/1/2017,174.74
8/31/2017,174.71
8/30/2017,174.69
8/29/2017,168.81
8/28/2017,167.12
8/25/2017,165.95
8/24/2017,168.13
8/23/2017,169.06
8/22/2017,169.34
8/21/2017,166.76
8/18/2017,166.54
8/17/2017,166.09
8/16/2017,169.98
8/15/2017,168.5
8/14/2017,171
8/11/2017,171.4
8/10/2017,169.14
8/9/2017,175.78
8/8/2017,178.36
8/7/2017,181.33
8/4/2017,180.27
8/3/2017,179.23
8/2/2017,180.74
8/1/2017,182.03
7/31/2017,181.66
7/28/2017,184.04
7/27/2017,182.68
7/26/2017,189.08
7/25/2017,186.97
7/24/2017,187.91
7/21/2017,188.54
7/20/2017,183.6
7/19/2017,183.86
7/18/2017,183.6
7/17/2017,161.7
7/14/2017,161.12
7/13/2017,158.21
7/12/2017,158.75
7/11/2017,154.33
7/10/2017,152.67
7/7/2017,150.18
7/6/2017,146.25
7/5/2017,147.61
7/3/2017,146.17
6/30/2017,149.41
6/29/2017,150.09
6/28/2017,153.41
6/27/2017,151.03
6/26/2017,157.5
6/23/2017,158.02
6/22/2017,154.89
6/21/2017,155.03
6/20/2017,152.05
6/19/2017,153.4
6/16/2017,152.38
6/15/2017,151.76
6/14/2017,152.2
6/13/2017,152.72
6/12/2017,151.44
6/9/2017,158.03
6/8/2017,165.88
6/7/2017,165.61
6/6/2017,165.17
6/5/2017,165.06
6/2/2017,165.18
6/1/2017,162.99
5/31/2017,163.07
5/30/2017,163.22
5/26/2017,162.43
5/25/2017,163.05
5/24/2017,157.75
5/23/2017,157.95
5/22/2017,157.16
5/19/2017,157.02
5/18/2017,155.7
5/17/2017,153.2
5/16/2017,159.41
5/15/2017,160.02
5/12/2017,160.81
5/11/2017,158.54
5/10/2017,160.28
5/9/2017,157.46
5/8/2017,156.38
5/5/2017,156.6
5/4/2017,157.25
5/3/2017,155.59
5/2/2017,156.45
5/1/2017,155.35
4/28/2017,152.2
4/27/2017,153.08
4/26/2017,150.17
4/25/2017,152.16
4/24/2017,143.83
4/21/2017,142.87
4/20/2017,141.18
4/19/2017,139.76
4/18/2017,143.36
4/17/2017,147.25
4/13/2017,142.92
4/12/2017,143.83
4/11/2017,144.35
4/10/2017,143.85
4/7/2017,143.11
4/6/2017,143.74
4/5/2017,143.62
4/4/2017,145.5
4/3/2017,146.92
3/31/2017,147.81
3/30/2017,148.06
3/29/2017,146.47
3/28/2017,145.17
3/27/2017,144.06
3/24/2017,142.02
3/23/2017,141.84
3/22/2017,142.65
3/21/2017,142.42
3/20/2017,145.83
3/17/2017,145.11
3/16/2017,144.39
3/15/2017,145.25
3/14/2017,143.19
3/13/2017,143.52
3/10/2017,140.89
3/9/2017,140.53
3/8/2017,140.32
3/7/2017,141.43
3/6/2017,141.94
3/3/2017,139.14
3/2/2017,139.53
3/1/2017,142.65
2/28/2017,142.13
2/27/2017,143.41
2/24/2017,143.25
2/23/2017,142.78
2/22/2017,143.86
2/21/2017,142.6
2/17/2017,142.22
2/16/2017,142.01
2/15/2017,142.27
2/14/2017,140.82
2/13/2017,143.2
2/10/2017,144.82
2/9/2017,144.14
2/8/2017,144.74
2/7/2017,144
2/6/2017,140.97
2/3/2017,140.25
2/2/2017,139.2
2/1/2017,140.78
1/31/2017,140.71
1/30/2017,141.22
1/27/2017,142.45
1/26/2017,138.96
1/25/2017,139.52
1/24/2017,140.11
1/23/2017,137.39
1/20/2017,138.6
1/19/2017,138.41
1/18/2017,133.26
1/17/2017,132.89
1/13/2017,133.7
1/12/2017,129.18
1/11/2017,130.5
1/10/2017,129.89
1/9/2017,130.95
1/6/2017,131.07
1/5/2017,131.81
1/4/2017,129.41
1/3/2017,127.49
12/30/2016,123.8
12/29/2016,125.33
12/28/2016,125.89
12/27/2016,128.35
12/23/2016,125.59
12/22/2016,125.58
12/21/2016,126.5
12/20/2016,125.12
12/19/2016,125.45
12/16/2016,124.22
12/15/2016,125
12/14/2016,123.44
12/13/2016,123.78
12/12/2016,122.83
12/9/2016,122.88
12/8/2016,123.24
12/7/2016,125.39
12/6/2016,124.57
12/5/2016,119.16
12/2/2016,120.81
12/1/2016,117.22
11/30/2016,117
11/29/2016,117.51
11/28/2016,116.93
11/25/2016,117.41
11/23/2016,117.69
11/22/2016,118.04
11/21/2016,117.96
11/18/2016,115.21
11/17/2016,115.03
11/16/2016,115.19
11/15/2016,113.59
11/14/2016,113.38
11/11/2016,114.78
11/10/2016,115.42
11/9/2016,122.19
11/8/2016,124.34
11/7/2016,124.58
11/4/2016,122.03
11/3/2016,122.14
